1.819713,1.410004,1.328390
1.611605,1.694588,1.370689
1.946090,1.434776,1.401061
1.514899,1.487455,1.252732
1.513268,1.479535,1.264156
1.772471,1.488176,1.364368
1.904715,1.402600,1.413248
1.849070,1.536100,1.366006
1.978607,1.534638,1.411109
1.548358,1.738998,1.351415
1.903564,1.691893,1.472616
1.986558,1.551414,1.465251
1.914702,1.647408,1.496274
1.788676,1.681829,1.374601
1.613949,1.515755,1.258285
1.616395,1.440401,1.256476
1.817842,1.545933,1.377935
1.604754,1.506791,1.337604
1.824018,1.643652,1.389817
1.864563,1.465361,1.373379
1.994762,1.656000,1.500400
1.842307,1.737141,1.485665
1.614524,1.412840,1.251207
1.633870,1.484393,1.343157
1.938184,1.525871,1.448579
