1.788,1.641,1.74
1.788,1.641,1.666
1.788,1.641,1.641
1.788,1.629,1.74
1.788,1.629,1.727
1.788,1.593,1.764
1.788,1.593,1.727
1.788,1.593,1.72
1.788,1.593,1.72
1.788,1.593,1.695
1.781,1.691,1.788
1.781,1.691,1.781
1.764,1.666,1.788
1.764,1.641,1.788
1.764,1.641,1.74
1.764,1.593,1.818
1.764,1.593,1.727
1.764,1.593,1.703
1.764,1.544,1.727
1.764,1.544,1.727
1.764,1.544,1.691
1.764,1.544,1.691
1.764,1.544,1.641
1.764,1.544,1.788
1.764,1.544,1.641
1.776,1.519,1.74
1.776,1.519,1.715
1.776,1.519,1.715
1.764,1.519,1.813
1.764,1.519,1.764
1.74,1.691,1.911
1.74,1.691,1.813
1.74,1.691,1.788
1.74,1.691,1.764
1.74,1.641,1.793
1.74,1.641,1.788
1.74,1.641,1.691
1.74,1.617,1.715
1.74,1.617,1.715
1.74,1.617,1.691
1.74,1.617,1.678
1.74,1.617,1.74
1.74,1.617,1.862
1.74,1.617,1.764
1.74,1.617,1.74
1.74,1.617,1.617
1.757,1.605,1.727
1.74,1.605,1.764
1.74,1.605,1.764
1.74,1.605,1.74
1.74,1.605,1.691
1.752,1.605,1.788
1.752,1.593,1.678
1.752,1.593,1.659
1.74,1.593,1.666
1.74,1.593,1.666
1.757,1.58,1.764
1.757,1.58,1.74
1.757,1.58,1.727
1.74,1.568,1.666
1.74,1.568,1.666
1.74,1.568,1.666
1.752,1.58,1.764
1.752,1.58,1.74
1.752,1.58,1.715
1.74,1.58,1.788
1.74,1.556,1.74
1.74,1.556,1.641
1.74,1.544,1.74
1.74,1.544,1.715
1.74,1.544,1.715
1.74,1.544,1.568
1.74,1.544,1.74
1.74,1.544,1.74
1.74,1.544,1.715
1.74,1.519,1.74
1.74,1.519,1.715
1.74,1.519,1.764
1.74,1.519,1.727
1.74,1.519,1.727
1.74,1.531,1.715
1.74,1.519,1.727
1.74,1.519,1.715
1.74,1.519,1.691
1.74,1.519,1.691
1.74,1.519,1.617
1.74,1.421,1.752
1.74,1.421,1.691
1.715,1.691,1.74
1.715,1.691,1.715
1.715,1.641,1.715
1.715,1.641,1.691
1.715,1.629,1.788
1.715,1.629,1.764
1.715,1.629,1.764
1.715,1.629,1.629
1.727,1.593,1.764
1.727,1.593,1.72
1.727,1.593,1.691
1.727,1.593,1.678
1.715,1.593,1.788
1.715,1.593,1.764
1.715,1.593,1.727
1.715,1.593,1.593
1.715,1.593,1.593
1.715,1.593,1.641
1.715,1.593,1.593
1.715,1.593,1.715
1.715,1.593,1.715
1.715,1.593,1.935
1.715,1.593,1.838
1.715,1.593,1.74
1.715,1.593,1.788
1.715,1.593,1.776
1.715,1.593,1.691
1.715,1.593,1.691
1.715,1.585,1.764
1.715,1.585,1.715
1.715,1.585,1.683
1.715,1.568,1.732
1.715,1.568,1.715
1.715,1.568,1.666
1.715,1.568,1.641
1.715,1.568,1.617
1.715,1.568,1.593
1.715,1.568,1.715
1.715,1.568,1.666
1.715,1.568,1.634
1.715,1.573,1.764
1.715,1.573,1.715
1.727,1.568,1.813
1.727,1.568,1.703
1.727,1.568,1.691
1.727,1.568,1.666
1.727,1.568,1.666
1.727,1.568,1.666
1.715,1.568,1.666
1.715,1.568,1.74
1.715,1.568,1.715
1.715,1.568,1.715
1.715,1.568,1.715
1.715,1.568,1.703
1.715,1.568,1.678
1.715,1.561,1.715
1.715,1.561,1.641
1.715,1.561,1.605
1.727,1.544,1.715
1.727,1.544,1.678
1.727,1.544,1.776
1.727,1.544,1.691
1.727,1.544,1.641
1.715,1.556,1.74
1.715,1.556,1.654
1.715,1.544,1.666
1.715,1.544,1.641
1.715,1.544,1.715
1.727,1.519,1.666
1.722,1.536,1.732
1.722,1.536,1.708
1.722,1.536,1.695
1.722,1.536,1.597
1.727,1.519,1.764
1.727,1.519,1.764
1.715,1.495,1.744
1.715,1.495,1.641
1.715,1.47,1.641
1.715,1.47,1.58
1.715,1.433,1.752
1.715,1.433,1.58
1.715,1.421,1.764
1.715,1.421,1.617
1.691,1.678,1.838
1.691,1.678,1.74
1.691,1.678,1.715
1.691,1.617,1.788
1.691,1.617,1.764
1.691,1.617,1.757
1.691,1.617,1.752
1.691,1.617,1.744
1.691,1.617,1.74
1.691,1.617,1.715
1.691,1.634,1.838
1.691,1.634,1.813
1.691,1.634,1.764
1.691,1.634,1.678
1.691,1.617,1.715
1.691,1.617,1.678
1.691,1.617,1.666
1.691,1.629,1.788
1.691,1.629,1.74
1.691,1.629,1.727
1.691,1.629,1.727
1.691,1.629,1.641
1.691,1.629,1.617
1.703,1.629,1.727
1.703,1.629,1.654
1.691,1.629,1.74
1.703,1.617,1.74
1.703,1.617,1.74
1.703,1.617,1.727
1.703,1.617,1.727
1.691,1.617,1.788
1.691,1.617,1.764
1.691,1.617,1.691
1.691,1.617,1.691
1.691,1.593,1.715
1.691,1.593,1.678
1.691,1.593,1.641
1.703,1.58,1.708
1.703,1.58,1.666
1.703,1.58,1.47
1.695,1.568,1.757
1.695,1.568,1.629
1.691,1.544,1.691
1.691,1.544,1.764
1.691,1.544,1.788
1.691,1.544,1.715
1.691,1.544,1.715
1.691,1.544,1.568
1.691,1.556,1.727
1.703,1.519,1.691
1.691,1.519,1.788
1.691,1.519,1.74
1.691,1.519,1.74
1.691,1.519,1.691
1.703,1.519,1.764
1.703,1.519,1.715
1.703,1.519,1.661
1.691,1.531,1.74
1.691,1.531,1.715
1.691,1.531,1.715
1.691,1.531,1.691
1.691,1.519,1.764
1.691,1.519,1.666
1.703,1.495,1.715
1.703,1.495,1.703
1.703,1.495,1.691
1.691,1.495,1.666
1.691,1.495,1.666
1.691,1.495,1.654
1.691,1.495,1.568
1.691,1.495,1.544
1.691,1.495,1.544
1.691,1.47,1.727
1.691,1.47,1.691
1.691,1.47,1.617
1.691,1.482,1.703
1.683,1.727,1.74
1.678,1.641,1.788
1.678,1.641,1.74
1.678,1.629,1.715
1.678,1.629,1.691
1.678,1.629,1.691
1.678,1.629,1.683
1.678,1.629,1.678
1.678,1.629,1.678
1.678,1.629,1.666
1.678,1.629,1.666
1.678,1.629,1.666
1.678,1.629,1.622
1.666,1.593,1.654
1.666,1.593,1.617
1.666,1.605,1.617
1.666,1.605,1.757
1.666,1.605,1.752
1.666,1.605,1.732
1.666,1.605,1.605
1.666,1.593,1.764
1.666,1.593,1.764
1.678,1.593,1.695
1.678,1.593,1.666
1.678,1.593,1.617
1.678,1.593,1.617
1.678,1.593,1.764
1.678,1.593,1.727
1.678,1.593,1.683
1.678,1.593,1.678
1.678,1.593,1.659
1.666,1.568,1.74
1.666,1.568,1.666
1.666,1.568,1.666
1.666,1.568,1.641
1.666,1.568,1.617
1.666,1.568,1.544
1.666,1.568,1.744
1.666,1.568,1.744
1.666,1.568,1.691
1.666,1.568,1.678
1.666,1.568,1.691
1.666,1.568,1.641
1.666,1.568,1.617
1.666,1.544,1.727
1.666,1.544,1.715
1.666,1.544,1.666
1.666,1.544,1.617
1.666,1.544,1.617
1.678,1.556,1.801
1.678,1.556,1.715
1.678,1.556,1.703
1.666,1.544,1.641
1.666,1.544,1.715
1.666,1.544,1.666
1.666,1.544,1.74
1.666,1.544,1.666
1.666,1.544,1.617
1.678,1.556,1.671
1.666,1.544,1.715
1.671,1.556,1.715
1.671,1.556,1.691
1.671,1.556,1.641
1.671,1.556,1.605
1.666,1.531,1.678
1.683,1.519,1.659
1.666,1.531,1.629
1.666,1.495,1.678
1.666,1.495,1.666
1.666,1.495,1.568
1.666,1.475,1.634
1.666,1.47,1.568
1.666,1.47,1.654
1.666,1.47,1.641
1.666,1.47,1.629
1.678,1.446,1.691
1.666,1.446,1.666
1.666,1.446,1.593
1.666,1.446,1.585
1.666,1.446,1.568
1.666,1.446,1.568
1.666,1.446,1.544
1.641,1.622,1.781
1.641,1.622,1.781
1.641,1.622,1.752
1.641,1.629,1.74
1.641,1.617,1.788
1.641,1.617,1.74
1.641,1.617,1.732
1.641,1.617,1.715
1.641,1.617,1.691
1.641,1.593,1.708
1.641,1.593,1.654
1.641,1.605,1.715
1.641,1.605,1.691
1.641,1.605,1.715
1.641,1.605,1.659
1.641,1.593,1.593
1.654,1.593,1.74
1.654,1.593,1.691
1.641,1.568,1.752
1.641,1.568,1.715
1.641,1.568,1.641
1.641,1.556,1.72
1.641,1.556,1.695
1.641,1.556,1.678
1.641,1.556,1.666
1.641,1.556,1.641
1.641,1.556,1.605
1.641,1.544,1.691
1.641,1.544,1.666
1.654,1.519,1.715
1.654,1.519,1.703
1.654,1.519,1.691
1.654,1.519,1.678
1.641,1.495,1.641
1.617,1.641,1.727
1.617,1.641,1.727
1.617,1.641,1.641
1.617,1.641,1.617
1.617,1.641,1.617
1.617,1.617,1.764
1.617,1.617,1.666
1.629,1.593,1.683
1.629,1.593,1.678
1.629,1.593,1.629
1.629,1.593,1.58
1.617,1.605,1.764
1.617,1.605,1.74
1.617,1.605,1.641
1.617,1.544,1.715
1.629,1.544,1.646
1.629,1.544,1.641
1.629,1.544,1.593
1.629,1.531,1.715
1.629,1.531,1.666
1.617,1.507,1.715
1.617,1.47,1.666
1.617,1.47,1.641
1.617,1.47,1.593
1.617,1.47,1.593
1.617,1.446,1.666
1.617,1.446,1.641
1.617,1.446,1.629
1.617,1.446,1.617
1.617,1.446,1.61
1.617,1.446,1.605
1.617,1.446,1.593
1.593,1.641,1.629
1.593,1.641,1.617
1.593,1.641,1.617
1.593,1.617,1.544
1.593,1.617,1.641
1.593,1.617,1.617
1.593,1.617,1.593
1.593,1.593,1.691
1.593,1.593,1.666
1.593,1.593,1.666
1.593,1.605,1.732
1.593,1.593,1.695
1.593,1.593,1.691
1.593,1.593,1.666
1.593,1.593,1.659
1.593,1.568,1.641
1.593,1.568,1.641
1.593,1.544,1.715
1.593,1.544,1.617
1.593,1.544,1.617
